remaining_hours,created_hours_ago,distance_km,travel_hours,slack_hours,feasibility_ratio,perishability_risk,ideal_window,service_value,estimated_meals,quantity_confidence,demand_pressure,nearby_density,type_density,ngo_success_rate,ngo_open_load,ngo_performance,ngo_verified,donor_reliability,target_priority,pickup_success_probability
5.08,2.53,5.2,0.22,3.79,8.91,0.82,4.0,1.0,68.74,0.65,0.053,16,8,0.65,0.848,0.491,1.0,0.355,42.9,0.398
0.73,0.51,6.83,0.33,-0.61,1.07,1.0,2.0,0.95,34.69,0.6,0.56,6,10,0.482,0.187,0.949,0.0,0.488,52.8,0.32
0.71,1.64,0.58,0.03,-0.33,1.87,1.0,2.0,0.95,77.07,0.85,0.388,1,11,0.855,0.541,0.93,1.0,0.503,62.2,0.542
2.33,1.0,14.3,0.59,1.48,2.48,1.0,2.0,0.95,161.56,0.7,0.977,15,6,0.85,0.996,0.723,1.0,0.554,65.4,0.481
4.59,2.63,7.62,0.39,3.91,6.2,0.82,4.0,1.0,171.68,0.66,0.687,6,1,0.919,0.141,0.615,0.0,0.399,63.6,0.48
3.93,0.32,16.33,0.85,2.15,3.28,1.0,2.0,0.95,151.85,0.65,0.764,1,3,0.55,0.7,0.498,0.0,0.393,57.9,0.405
3.04,2.01,13.01,0.52,1.79,3.49,1.0,2.0,0.95,79.2,0.9,0.528,7,9,0.647,0.55,0.447,1.0,0.708,59.7,0.607
5.38,0.46,10.01,0.54,4.55,6.04,0.82,4.0,1.0,178.65,0.7,0.275,18,12,0.77,0.216,0.718,1.0,0.733,56.6,0.621
10.38,7.08,4.97,0.18,9.69,19.58,0.35,8.0,0.55,11.51,0.59,0.538,6,12,0.85,0.163,0.431,0.0,0.737,40.4,0.419
1.32,4.16,1.06,0.06,0.77,3.22,0.82,4.0,1.0,177.76,0.84,0.745,17,12,0.508,0.421,0.953,1.0,0.714,83.4,0.694
5.61,3.25,2.3,0.09,4.44,12.75,0.82,4.0,1.0,51.31,0.87,0.192,5,3,0.83,0.498,0.893,0.0,0.788,55.8,0.429
0.65,3.43,2.35,0.12,-0.01,1.38,0.82,4.0,1.0,10.37,0.66,0.237,2,6,0.829,0.595,0.942,1.0,0.638,54.1,0.562
3.5,0.53,13.82,0.56,2.14,3.85,1.0,2.0,0.95,178.34,0.59,0.699,3,8,0.608,0.865,0.424,0.0,0.717,54.0,0.36
1.71,1.86,13.35,0.51,0.89,1.99,1.0,2.0,0.95,70.9,0.62,0.589,7,2,0.672,0.014,0.432,1.0,0.701,70.2,0.692
5.48,6.64,16.04,0.73,3.9,5.07,0.35,8.0,0.55,167.52,0.59,0.537,13,6,0.642,0.303,0.566,1.0,0.539,41.8,0.537
11.27,6.04,10.88,0.55,10.28,12.52,0.35,8.0,0.55,76.2,0.55,0.665,13,3,0.69,0.129,0.498,0.0,0.623,43.7,0.364
2.18,3.47,11.98,0.44,0.86,2.76,0.82,4.0,1.0,169.47,0.8,0.355,5,2,0.81,0.85,0.769,0.0,0.686,62.0,0.487
4.16,2.05,2.66,0.13,3.52,8.67,1.0,2.0,0.95,148.08,0.59,0.621,13,5,0.567,0.56,0.867,0.0,0.804,69.2,0.474
11.21,1.68,6.58,0.35,10.16,16.01,0.35,8.0,0.55,42.03,0.67,0.242,2,12,0.578,0.079,0.884,1.0,0.606,37.7,0.516
8.25,5.15,7.03,0.28,7.15,13.1,0.58,6.0,0.88,90.89,0.91,0.431,9,12,0.859,0.901,0.769,0.0,0.577,38.9,0.296
11.4,2.42,6.96,0.28,10.21,18.1,0.35,8.0,0.55,70.05,0.91,0.459,9,3,0.492,0.343,0.615,0.0,0.711,44.4,0.455
5.0,5.39,3.34,0.15,4.48,10.0,0.58,6.0,0.88,142.0,0.72,0.412,10,8,0.546,0.853,0.539,1.0,0.898,47.9,0.451
1.72,0.88,16.8,0.81,-0.19,1.48,1.0,2.0,0.95,171.75,0.84,0.604,8,3,0.949,0.817,0.575,1.0,0.908,46.8,0.488
6.67,1.98,13.87,0.68,4.92,6.48,0.35,8.0,0.55,123.16,0.56,0.557,4,8,0.948,0.822,0.933,0.0,0.937,34.1,0.354
1.38,8.21,5.06,0.26,0.56,2.26,0.35,8.0,0.55,174.56,0.68,0.901,14,9,0.873,0.26,0.89,1.0,0.381,66.0,0.599
6.57,4.11,12.18,0.49,5.48,7.82,0.82,4.0,1.0,62.78,0.88,0.19,15,8,0.69,0.577,0.632,1.0,0.606,49.3,0.433
8.69,4.28,0.84,0.03,7.81,22.87,0.58,6.0,0.88,147.12,0.92,0.936,3,1,0.942,0.367,0.776,0.0,0.373,64.2,0.46
5.57,0.34,3.35,0.15,4.45,11.14,0.82,4.0,1.0,36.69,0.74,0.624,8,10,0.817,0.123,0.933,1.0,0.683,63.1,0.557
6.85,0.91,3.57,0.15,6.15,13.7,0.82,4.0,1.0,29.44,0.9,0.217,1,10,0.792,0.576,0.766,1.0,0.844,50.1,0.542
7.92,5.68,12.29,0.45,7.09,9.9,0.58,6.0,0.88,28.84,0.86,0.824,8,12,0.776,0.894,0.75,0.0,0.351,35.6,0.276
5.94,1.03,4.08,0.18,5.08,11.21,0.82,4.0,1.0,175.01,0.76,0.137,2,9,0.967,0.046,0.509,1.0,0.846,57.5,0.603
6.28,0.92,0.69,0.04,5.88,16.1,0.82,4.0,1.0,72.56,0.71,0.853,18,4,0.923,0.558,0.725,0.0,0.795,70.2,0.503
10.64,6.72,9.61,0.47,9.58,12.98,0.35,8.0,0.55,37.65,0.75,0.3,5,4,0.969,0.964,0.97,0.0,0.439,27.0,0.266
3.62,1.67,5.26,0.19,2.89,6.7,1.0,2.0,0.95,178.29,0.94,0.588,6,3,0.839,0.354,0.433,0.0,0.867,67.0,0.575
3.01,0.26,7.01,0.27,1.95,4.85,0.82,4.0,1.0,130.53,0.94,0.282,4,9,0.479,0.397,0.86,1.0,0.416,59.3,0.539
2.45,3.71,5.49,0.29,1.43,3.83,0.58,6.0,0.88,28.43,0.95,0.118,13,3,0.663,0.057,0.855,1.0,0.494,66.3,0.609
3.88,2.11,4.98,0.22,3.1,6.81,0.58,6.0,0.88,46.75,0.58,0.216,3,6,0.496,0.977,0.555,0.0,0.707,45.6,0.325
3.38,5.03,12.07,0.51,2.3,3.93,0.35,8.0,0.55,177.29,0.82,0.478,16,6,0.877,0.06,0.866,0.0,0.361,49.6,0.483
0.72,1.91,8.93,0.46,-0.55,0.89,1.0,2.0,0.95,28.64,0.58,0.242,8,12,0.678,0.947,0.634,1.0,0.606,43.4,0.344
0.88,1.9,16.08,0.79,-0.84,0.77,0.82,4.0,1.0,177.35,0.63,0.466,13,11,0.855,0.46,0.597,1.0,0.759,58.3,0.391
7.08,3.03,16.2,0.65,5.92,7.08,0.82,4.0,1.0,22.52,0.59,0.781,11,5,0.55,0.954,0.79,1.0,0.464,35.9,0.329
3.37,0.81,0.42,0.02,2.41,9.11,1.0,2.0,0.95,50.47,0.68,0.658,10,8,0.454,0.05,0.481,1.0,0.599,65.0,0.635
5.88,2.66,8.06,0.36,5.01,8.28,0.35,8.0,0.55,169.5,0.74,0.241,12,7,0.816,0.034,0.898,0.0,0.365,43.8,0.381
3.71,0.21,13.3,0.48,2.5,4.47,0.82,4.0,1.0,111.73,0.98,0.469,4,11,0.75,0.358,0.73,1.0,0.49,57.1,0.564
8.37,1.62,6.3,0.32,7.66,12.49,0.35,8.0,0.55,75.61,0.64,0.335,3,6,0.775,0.916,0.76,1.0,0.735,33.8,0.373
3.12,8.56,13.57,0.51,1.56,3.63,0.35,8.0,0.55,54.0,0.65,0.724,3,5,0.774,0.396,0.938,0.0,0.824,49.8,0.455
2.87,3.0,4.08,0.15,1.72,5.74,0.58,6.0,0.88,48.96,0.79,0.692,18,3,0.527,0.048,0.59,1.0,0.431,63.4,0.622
7.42,2.96,9.6,0.37,6.36,10.31,0.82,4.0,1.0,154.75,0.67,0.287,4,1,0.979,0.76,0.658,0.0,0.786,53.7,0.406
2.82,0.7,15.33,0.71,1.62,2.66,1.0,2.0,0.95,128.34,0.74,0.37,5,3,0.47,0.01,0.575,1.0,0.884,61.1,0.572
4.4,3.63,2.55,0.1,3.75,9.78,0.82,4.0,1.0,26.27,0.6,0.747,15,6,0.905,0.864,0.707,1.0,0.47,52.3,0.482
11.1,4.91,7.74,0.3,9.77,17.08,0.35,8.0,0.55,110.49,0.97,0.298,12,9,0.608,0.259,0.59,1.0,0.489,36.8,0.511
0.79,1.39,16.02,0.8,-0.61,0.69,0.58,6.0,0.88,168.04,0.88,0.082,8,4,0.614,0.293,0.554,0.0,0.763,45.2,0.285
8.31,3.69,13.35,0.54,6.96,9.34,0.35,8.0,0.55,141.09,0.79,0.077,18,11,0.616,0.708,0.482,1.0,0.59,39.1,0.378
3.68,2.14,7.89,0.38,2.65,5.04,1.0,2.0,0.95,35.52,0.57,0.247,11,1,0.532,0.537,0.859,1.0,0.947,58.7,0.604
4.21,2.27,8.07,0.38,2.84,5.77,0.58,6.0,0.88,166.17,0.62,0.241,17,3,0.781,0.234,0.479,0.0,0.558,54.8,0.401
6.63,1.05,3.95,0.19,5.79,12.28,0.82,4.0,1.0,14.05,0.86,0.687,14,8,0.644,0.816,0.654,1.0,0.439,43.1,0.441
2.63,4.95,3.12,0.13,2.07,5.48,0.58,6.0,0.88,15.93,0.96,0.915,18,5,0.883,0.171,0.417,1.0,0.802,69.3,0.595
4.21,2.04,17.04,0.66,2.61,4.17,0.82,4.0,1.0,143.9,0.96,0.066,15,12,0.536,0.163,0.862,1.0,0.383,55.4,0.536
10.57,2.32,15.9,0.7,8.96,10.07,0.35,8.0,0.55,20.08,0.96,0.66,16,6,0.887,0.414,0.761,0.0,0.933,37.1,0.363
4.19,4.05,2.77,0.11,3.3,9.11,0.82,4.0,1.0,62.43,0.94,0.111,5,6,0.767,0.803,0.739,1.0,0.593,55.3,0.47
8.72,4.8,2.65,0.13,8.13,18.17,0.58,6.0,0.88,35.4,0.81,0.943,6,2,0.519,0.086,0.427,1.0,0.959,51.1,0.602
9.35,6.55,0.9,0.03,8.24,24.61,0.35,8.0,0.55,15.16,0.93,0.87,16,5,0.818,0.798,0.941,0.0,0.572,49.1,0.381
6.7,1.22,5.73,0.21,5.59,11.96,0.58,6.0,0.88,89.93,0.63,0.185,16,7,0.847,0.25,0.723,0.0,0.453,47.8,0.381
1.16,0.82,12.22,0.49,0.2,1.38,0.82,4.0,1.0,158.47,0.72,0.96,7,12,0.84,0.692,0.874,0.0,0.965,72.8,0.509
1.92,1.86,8.98,0.37,0.52,2.67,1.0,2.0,0.95,4.09,0.76,0.814,1,6,0.775,0.378,0.694,1.0,0.395,56.9,0.507
5.89,5.51,16.27,0.74,4.36,5.4,0.35,8.0,0.55,39.24,0.98,0.618,11,7,0.574,0.185,0.934,1.0,0.551,42.5,0.546
0.48,0.4,7.19,0.31,-0.2,0.73,0.82,4.0,1.0,109.62,0.56,0.4,6,3,0.764,0.117,0.587,1.0,0.488,59.8,0.523
2.94,2.19,12.03,0.46,1.68,3.63,0.35,8.0,0.55,32.68,0.83,0.332,6,1,0.679,0.076,0.785,0.0,0.757,53.8,0.427
5.53,1.02,9.69,0.37,4.87,7.68,0.82,4.0,1.0,104.15,0.93,0.263,6,2,0.884,0.084,0.893,0.0,0.948,57.6,0.456
5.03,6.02,2.03,0.09,4.56,11.43,0.58,6.0,0.88,79.51,0.74,0.525,13,5,0.924,0.104,0.738,1.0,0.515,60.7,0.571
7.21,5.53,12.13,0.66,5.97,7.14,0.58,6.0,0.88,103.46,0.78,0.936,15,11,0.728,0.245,0.582,1.0,0.839,58.2,0.601
9.0,2.67,5.59,0.22,8.02,15.79,0.58,6.0,0.88,130.91,0.65,0.676,4,10,0.525,0.93,0.869,0.0,0.397,36.4,0.259
0.58,0.4,4.55,0.23,-0.73,1.0,1.0,2.0,0.95,52.09,0.77,0.536,4,2,0.7,0.615,0.489,1.0,0.721,62.7,0.455
3.71,1.15,3.58,0.14,3.3,7.57,1.0,2.0,0.95,41.04,0.74,0.439,6,12,0.451,0.005,0.943,0.0,0.69,57.4,0.481
0.37,1.41,5.88,0.3,-0.39,0.57,1.0,2.0,0.95,96.24,0.66,0.724,12,9,0.815,0.925,0.889,0.0,0.766,60.0,0.37
2.67,1.2,7.78,0.3,1.48,4.11,1.0,2.0,0.95,168.17,0.94,0.218,18,4,0.917,0.502,0.918,0.0,0.485,64.9,0.509
2.95,1.42,15.9,0.58,1.34,3.17,1.0,2.0,0.95,135.51,0.9,0.218,15,2,0.581,0.552,0.96,0.0,0.351,55.2,0.36
1.79,1.03,10.96,0.58,0.5,1.92,0.82,4.0,1.0,92.44,0.99,0.382,6,8,0.841,0.728,0.437,1.0,0.555,68.6,0.589
2.44,1.98,8.87,0.47,1.68,2.98,1.0,2.0,0.95,136.48,0.88,0.834,6,1,0.786,0.934,0.703,1.0,0.506,63.1,0.466
11.02,1.07,16.53,0.66,9.81,10.91,0.35,8.0,0.55,107.63,0.81,0.557,8,9,0.817,0.35,0.689,0.0,0.974,44.5,0.381
4.55,6.14,14.8,0.63,3.02,4.64,0.35,8.0,0.55,110.87,0.71,0.838,5,6,0.688,0.308,0.694,0.0,0.566,45.2,0.371
7.36,0.13,8.0,0.38,6.61,10.08,0.35,8.0,0.55,155.37,0.56,0.305,16,3,0.855,0.412,0.742,1.0,0.39,44.6,0.485
0.59,0.08,14.07,0.62,-0.86,0.61,0.35,8.0,0.55,90.65,0.8,0.701,10,7,0.596,0.954,0.512,1.0,0.421,37.5,0.224
6.14,5.56,3.71,0.15,5.28,12.28,0.35,8.0,0.55,96.91,1.0,0.328,18,1,0.591,0.316,0.86,0.0,0.768,52.5,0.433
2.03,0.42,15.04,0.54,1.1,2.28,1.0,2.0,0.95,26.84,0.76,0.427,10,9,0.769,0.061,0.887,0.0,0.52,65.1,0.491
4.32,0.05,15.79,0.67,3.24,4.24,1.0,2.0,0.95,120.5,0.57,0.508,18,9,0.576,0.595,0.675,0.0,0.699,54.8,0.467
1.12,2.11,14.19,0.52,0.31,1.29,1.0,2.0,0.95,39.89,0.86,0.734,13,2,0.764,0.869,0.746,0.0,0.361,64.1,0.393
1.24,1.76,10.18,0.39,-0.23,1.68,0.58,6.0,0.88,120.36,0.95,0.329,15,10,0.477,0.761,0.93,0.0,0.762,49.7,0.311
0.51,1.41,3.67,0.17,-0.49,0.98,1.0,2.0,0.95,10.47,0.67,0.331,9,3,0.769,0.938,0.628,1.0,0.769,53.3,0.416
9.48,3.32,5.42,0.29,8.82,14.81,0.35,8.0,0.55,140.51,0.6,0.915,14,8,0.523,0.932,0.846,0.0,0.942,36.6,0.34
2.51,6.15,11.66,0.56,1.03,2.76,0.58,6.0,0.88,48.03,0.69,0.906,10,9,0.603,0.785,0.616,0.0,0.728,55.8,0.362
4.17,1.41,8.8,0.47,3.33,5.09,0.82,4.0,1.0,61.28,0.71,0.147,2,1,0.843,0.394,0.782,0.0,0.936,56.0,0.494
2.99,6.86,2.58,0.09,2.23,6.8,0.35,8.0,0.55,77.76,0.67,0.66,8,10,0.634,0.321,0.792,1.0,0.458,58.9,0.526
1.63,5.68,1.83,0.1,0.85,3.62,0.58,6.0,0.88,89.09,0.83,0.476,2,6,0.936,0.529,0.769,1.0,0.544,68.8,0.574
2.81,1.56,6.59,0.33,1.57,4.13,0.58,6.0,0.88,54.97,0.94,0.745,10,2,0.892,0.844,0.469,1.0,0.792,60.6,0.527
3.0,5.95,3.66,0.17,2.16,5.77,0.58,6.0,0.88,97.11,0.65,0.169,7,7,0.494,0.788,0.799,0.0,0.87,57.7,0.443
3.4,0.21,8.54,0.37,2.63,4.72,0.82,4.0,1.0,164.62,0.58,0.805,16,9,0.702,0.01,0.88,1.0,0.466,68.3,0.601
2.64,0.71,5.88,0.24,1.36,4.47,1.0,2.0,0.95,131.75,0.77,0.815,17,1,0.504,0.565,0.462,1.0,0.782,68.0,0.566
5.89,6.48,7.97,0.37,5.13,8.18,0.35,8.0,0.55,146.01,0.81,0.112,10,4,0.561,0.396,0.741,1.0,0.91,48.7,0.524
0.83,3.9,10.55,0.58,-0.03,0.89,0.58,6.0,0.88,10.58,0.82,0.373,8,10,0.459,0.906,0.883,1.0,0.453,39.8,0.405
7.75,2.59,5.17,0.21,6.96,13.84,0.35,8.0,0.55,133.03,0.78,0.541,15,10,0.646,0.171,0.928,1.0,0.869,53.8,0.554
7.25,0.88,9.33,0.49,6.01,8.63,0.58,6.0,0.88,33.89,0.58,0.758,15,12,0.736,0.66,0.784,0.0,0.867,47.0,0.4
10.37,4.09,16.67,0.65,9.02,10.37,0.35,8.0,0.55,165.03,0.67,0.362,4,5,0.871,0.206,0.688,0.0,0.68,38.3,0.389
1.29,0.52,0.53,0.02,0.73,3.49,1.0,2.0,0.95,79.33,0.79,0.787,8,10,0.973,0.492,0.712,1.0,0.946,80.7,0.611
4.15,1.38,16.5,0.6,2.69,4.37,1.0,2.0,0.95,114.19,0.63,0.15,15,10,0.475,0.316,0.725,1.0,0.933,57.7,0.549
1.17,5.48,5.64,0.24,0.04,1.98,0.58,6.0,0.88,136.31,0.76,0.762,11,4,0.517,0.395,0.833,0.0,0.427,64.3,0.474
1.63,1.89,2.26,0.1,0.88,3.62,1.0,2.0,0.95,25.92,0.94,0.382,8,12,0.676,0.574,0.8,1.0,0.871,74.3,0.669
0.57,0.75,15.83,0.75,-1.04,0.52,1.0,2.0,0.95,38.77,0.58,0.376,17,8,0.559,0.758,0.481,1.0,0.4,53.4,0.311
6.69,1.88,4.36,0.18,5.66,12.62,0.35,8.0,0.55,113.54,0.8,0.977,14,2,0.644,0.956,0.661,0.0,0.404,40.3,0.284
3.02,4.31,3.35,0.16,1.86,5.92,0.35,8.0,0.55,20.02,0.68,0.423,2,11,0.521,0.508,0.539,1.0,0.464,45.7,0.431
11.46,5.74,7.38,0.34,10.66,16.61,0.35,8.0,0.55,33.52,0.59,0.817,9,2,0.883,0.683,0.444,0.0,0.743,44.3,0.426
6.16,1.39,9.64,0.37,4.76,8.56,0.58,6.0,0.88,74.91,0.67,0.977,4,1,0.55,0.56,0.401,1.0,0.967,51.0,0.488
2.68,1.23,15.43,0.58,1.63,2.88,0.35,8.0,0.55,48.13,0.67,0.16,8,10,0.618,0.211,0.413,1.0,0.712,45.0,0.518
6.71,5.69,11.87,0.49,5.15,7.99,0.58,6.0,0.88,165.74,0.81,0.214,18,5,0.947,0.509,0.844,1.0,0.825,51.8,0.571
6.29,3.39,9.68,0.36,5.56,8.86,0.82,4.0,1.0,89.39,0.75,0.894,1,11,0.963,0.806,0.957,0.0,0.847,53.4,0.448
7.45,5.07,0.63,0.03,6.99,19.61,0.58,6.0,0.88,91.69,0.79,0.112,16,4,0.741,0.443,0.833,0.0,0.811,52.6,0.411
5.36,7.31,1.7,0.07,4.53,12.76,0.35,8.0,0.55,112.84,0.6,0.954,7,9,0.888,0.873,0.962,0.0,0.693,47.5,0.344
7.28,4.07,1.22,0.05,6.25,18.2,0.82,4.0,1.0,43.41,0.59,0.083,12,8,0.695,0.007,0.84,0.0,0.362,56.8,0.463
1.26,1.46,4.87,0.17,0.64,2.42,0.58,6.0,0.88,100.05,0.58,0.64,10,2,0.956,0.924,0.484,1.0,0.693,62.8,0.536
2.03,3.46,4.6,0.17,1.26,3.9,0.35,8.0,0.55,34.63,0.72,0.992,10,3,0.548,0.014,0.883,0.0,0.459,61.2,0.495
0.53,0.71,9.47,0.5,-0.54,0.62,1.0,2.0,0.95,10.95,0.56,0.569,15,12,0.796,0.056,0.939,0.0,0.37,51.3,0.384
10.31,3.67,2.44,0.1,9.79,22.91,0.35,8.0,0.55,172.6,0.81,0.059,15,8,0.771,0.03,0.456,0.0,0.436,47.0,0.431
0.48,1.04,11.08,0.59,-1.0,0.51,1.0,2.0,0.95,8.16,0.75,0.202,4,4,0.736,0.381,0.424,1.0,0.907,51.1,0.384
1.21,3.55,4.57,0.17,0.19,2.33,0.82,4.0,1.0,51.72,0.73,0.156,16,2,0.752,0.547,0.976,0.0,0.649,65.8,0.444
3.26,4.33,2.6,0.13,2.62,6.79,0.82,4.0,1.0,154.52,0.97,0.175,12,3,0.499,0.397,0.484,0.0,0.485,64.8,0.501
7.17,4.03,11.96,0.66,6.03,7.1,0.82,4.0,1.0,134.06,0.75,0.85,6,7,0.777,0.208,0.506,1.0,0.549,54.7,0.505
1.23,4.12,14.73,0.58,0.38,1.32,0.35,8.0,0.55,174.78,0.61,0.951,12,10,0.736,0.112,0.421,0.0,0.417,60.5,0.453
1.23,0.97,15.86,0.57,-0.19,1.34,1.0,2.0,0.95,132.39,0.91,0.891,9,8,0.745,0.791,0.927,1.0,0.43,57.7,0.524
2.93,0.63,8.21,0.45,1.59,3.66,1.0,2.0,0.95,80.02,0.85,0.978,4,10,0.467,0.292,0.891,0.0,0.404,60.0,0.399
3.16,4.23,11.26,0.43,1.81,4.05,0.82,4.0,1.0,176.38,0.68,0.306,14,5,0.688,0.951,0.692,0.0,0.491,56.4,0.367
4.3,1.02,15.4,0.78,2.42,3.81,0.58,6.0,0.88,37.48,0.88,0.702,5,1,0.64,0.329,0.91,0.0,0.351,48.2,0.398
3.12,2.6,12.86,0.58,2.09,3.35,0.35,8.0,0.55,21.8,0.55,0.54,3,2,0.584,0.406,0.402,0.0,0.592,48.7,0.421
1.34,2.2,16.81,0.66,-0.06,1.33,0.82,4.0,1.0,96.68,0.9,0.74,2,7,0.455,0.795,0.595,0.0,0.944,56.0,0.424
11.5,3.45,0.73,0.04,10.7,29.49,0.35,8.0,0.55,151.73,0.82,0.313,8,4,0.68,0.89,0.819,0.0,0.95,36.8,0.284
1.99,1.47,10.0,0.46,1.06,2.46,1.0,2.0,0.95,91.22,0.89,0.965,10,3,0.966,0.189,0.551,0.0,0.393,70.7,0.542
4.13,0.25,5.79,0.21,3.15,7.38,0.58,6.0,0.88,46.57,0.81,0.719,13,7,0.684,0.716,0.455,0.0,0.518,54.7,0.338
5.4,2.39,1.65,0.07,4.3,12.86,0.82,4.0,1.0,118.17,0.78,0.617,10,1,0.529,0.891,0.482,1.0,0.666,54.9,0.463
8.63,3.11,14.21,0.66,6.89,8.54,0.58,6.0,0.88,75.26,0.62,0.934,12,8,0.459,0.295,0.492,0.0,0.975,48.7,0.404
1.33,0.81,7.54,0.4,0.53,1.77,0.58,6.0,0.88,114.42,0.7,0.586,10,11,0.909,0.398,0.912,0.0,0.643,64.5,0.429
4.9,0.52,2.3,0.11,4.42,10.65,0.35,8.0,0.55,17.43,0.59,0.885,6,4,0.971,0.127,0.826,1.0,0.393,50.8,0.471
9.01,4.74,0.21,0.01,8.38,25.03,0.58,6.0,0.88,59.87,0.98,0.783,9,5,0.652,0.046,0.908,0.0,0.913,63.5,0.524
6.44,1.35,14.85,0.81,4.85,5.55,0.82,4.0,1.0,61.26,0.55,0.524,7,12,0.614,0.845,0.55,1.0,0.702,43.3,0.445
6.31,1.48,5.72,0.3,5.18,9.71,0.35,8.0,0.55,149.04,0.85,0.224,15,1,0.72,0.847,0.808,1.0,0.939,49.1,0.525
6.47,1.25,1.38,0.05,5.42,16.18,0.82,4.0,1.0,159.33,0.73,0.568,17,5,0.869,0.293,0.671,0.0,0.767,65.8,0.525
0.49,2.75,16.79,0.64,-0.66,0.49,0.58,6.0,0.88,102.68,1.0,0.975,5,4,0.616,0.272,0.521,0.0,0.544,53.5,0.36
6.46,8.34,2.71,0.13,5.54,13.46,0.35,8.0,0.55,152.14,0.82,0.764,6,6,0.586,0.786,0.41,1.0,0.766,48.4,0.454
4.3,0.27,12.78,0.56,3.32,4.73,1.0,2.0,0.95,99.98,0.79,0.49,1,11,0.677,0.307,0.596,1.0,0.665,59.7,0.608
3.07,0.65,14.42,0.62,1.36,3.16,1.0,2.0,0.95,74.12,0.94,0.067,4,2,0.976,0.182,0.493,1.0,0.546,60.4,0.551
2.12,0.18,12.75,0.69,0.66,2.04,0.82,4.0,1.0,171.29,0.74,0.833,8,8,0.525,0.714,0.772,1.0,0.383,61.6,0.476
1.1,1.99,14.91,0.62,-0.55,1.13,0.82,4.0,1.0,10.81,0.59,0.312,1,4,0.608,0.937,0.872,0.0,0.417,34.1,0.215
8.85,4.9,0.82,0.03,7.82,23.29,0.35,8.0,0.55,136.87,0.95,0.198,12,11,0.829,0.978,0.975,1.0,0.412,42.6,0.448
9.51,2.93,6.56,0.36,8.8,13.39,0.35,8.0,0.55,38.67,0.75,0.262,17,3,0.824,0.023,0.935,1.0,0.679,40.7,0.472
7.03,0.54,4.08,0.21,6.22,12.55,0.35,8.0,0.55,77.96,0.8,0.536,16,3,0.519,0.203,0.746,1.0,0.508,48.2,0.472
3.82,3.69,0.73,0.03,3.06,10.05,0.82,4.0,1.0,20.88,0.96,0.223,10,9,0.458,0.723,0.718,1.0,0.643,61.9,0.481
5.01,2.96,5.28,0.2,4.45,9.11,0.82,4.0,1.0,157.99,0.98,0.204,4,7,0.76,0.789,0.623,1.0,0.697,62.6,0.51
0.57,7.06,12.28,0.57,-0.62,0.62,0.35,8.0,0.55,124.84,0.66,0.857,12,12,0.847,0.877,0.482,1.0,0.385,37.9,0.283
7.88,2.59,0.08,0.0,7.45,22.51,0.58,6.0,0.88,66.79,0.99,0.957,17,5,0.923,0.157,0.892,0.0,0.741,65.5,0.528
5.31,1.97,1.19,0.07,4.73,12.64,0.58,6.0,0.88,21.07,0.74,0.819,3,1,0.618,0.229,0.485,1.0,0.924,59.1,0.623
8.14,3.59,14.3,0.7,6.45,7.75,0.35,8.0,0.55,111.37,0.7,0.344,3,2,0.452,0.017,0.469,1.0,0.925,41.2,0.57
3.86,3.62,10.53,0.47,2.32,4.71,0.82,4.0,1.0,58.97,0.66,0.37,4,3,0.739,0.076,0.66,1.0,0.558,54.5,0.53
7.35,3.31,1.77,0.08,6.89,17.09,0.58,6.0,0.88,154.03,0.84,0.774,15,3,0.57,0.383,0.489,1.0,0.624,60.4,0.622
4.22,3.08,2.54,0.12,3.47,8.98,0.58,6.0,0.88,6.86,0.64,0.836,15,2,0.642,0.806,0.838,1.0,0.685,51.2,0.452
1.47,1.1,5.52,0.27,0.94,2.37,1.0,2.0,0.95,35.06,0.75,0.83,10,9,0.899,0.706,0.79,1.0,0.381,75.3,0.559
7.99,3.57,2.66,0.12,7.15,17.0,0.35,8.0,0.55,150.44,1.0,0.476,14,5,0.522,0.445,0.918,0.0,0.441,51.0,0.443
7.09,0.96,9.87,0.36,6.08,9.99,0.82,4.0,1.0,125.11,0.71,0.169,17,7,0.833,0.836,0.752,1.0,0.914,50.9,0.534
6.94,2.1,1.04,0.05,6.33,17.35,0.35,8.0,0.55,43.89,0.55,0.799,17,10,0.859,0.474,0.735,0.0,0.953,51.9,0.485
10.96,6.84,5.66,0.23,9.85,18.9,0.35,8.0,0.55,75.25,0.58,0.5,15,8,0.827,0.344,0.492,0.0,0.72,45.6,0.377
1.7,1.24,3.78,0.17,0.57,3.27,0.58,6.0,0.88,83.07,0.64,0.107,6,3,0.95,0.147,0.46,0.0,0.877,67.2,0.556
5.1,1.11,8.85,0.4,4.4,6.8,0.35,8.0,0.55,54.43,0.83,0.566,4,5,0.592,0.552,0.735,0.0,0.37,40.3,0.288
11.0,0.12,10.52,0.4,10.19,14.67,0.35,8.0,0.55,161.93,0.89,0.995,18,1,0.501,0.979,0.554,1.0,0.519,41.5,0.358
4.82,1.02,15.9,0.62,3.17,4.97,1.0,2.0,0.95,145.51,0.59,0.928,15,1,0.921,0.685,0.946,1.0,0.717,63.3,0.543
2.4,8.07,6.78,0.34,1.71,3.48,0.35,8.0,0.55,145.88,0.62,0.315,15,7,0.969,0.916,0.403,0.0,0.953,49.1,0.373
